product_id,category_value,product_title,product_url,city_scope_status,city_scope_reason
3417851,tour,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3153599,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
4634494,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3153607,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3517328,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3411996,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3154174,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
4521749,tour,[1명부터출발확정] 후쿠오카 이토시마 반나절 하프데이 버스투어 대형버스 한국인가이드,https://experiences.myrealtrip.com/products/4521749,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3134314,tour,"[여행 한 그릇] 사진촬영 혜택, 후쿠오카,다자이후,유후인,유후다케,벳푸 가마도 버스 투어",https://experiences.myrealtrip.com/products/3134314,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3885989,tour,가족과 함께 하는 일본 여행 아프리칸 사파리 돌고래 수족관 하모니랜드 유후인 마메다마치,https://experiences.myrealtrip.com/products/3885989,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3426551,tour,[입장권포함] 유후인 벳부 다자이후 후쿠오카 일일버스투어 유후다케 와쿠와쿠1호선 충전USB,https://experiences.myrealtrip.com/products/3426551,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3887611,tour,규슈 자연 동물 공원 + 긴린 호수 + 벳푸 지옥 일일 투어(한국어 가이드),https://experiences.myrealtrip.com/products/3887611,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3887607,tour,"구마모토 아소나카다케 분화구+구사센리+구마모토성/구로카와온천 일일 투어,한국어 가이드",https://experiences.myrealtrip.com/products/3887607,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3509083,tour,"[키즈 프라이빗 투어] 후쿠오카로 가는 아프리칸 사파리! 하카타 출발, 벳푸 원데이트립",https://experiences.myrealtrip.com/products/3509083,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3519224,tour,"[특전 5가지, 유후인 하차가능, 매일확정] 유유버스투어 히벳유 히타 벳부 유후인 일일버스",https://experiences.myrealtrip.com/products/3519224,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
4973348,tour,[월/금/일 Ι 후쿠오카출발] 구마모토 쿠사센리 화산 타카치호협곡 쿠로카와온천 일일버스투어,https://experiences.myrealtrip.com/products/4973348,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3556125,tour,[히타 유후인 삿포로맥주공장] 후쿠오카 1일 버스투어 유투어버스,https://experiences.myrealtrip.com/products/3556125,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
3885293,tour,[프라이빗/후쿠오카 출발 ] 유후인+ 벳푸 관광지 로컬 /세미스냅/vip맞춤투어코스설계,https://experiences.myrealtrip.com/products/3885293,unresolved_tour_query_pool,후쿠오카 출발·검색 노출과 후쿠오카시 방문을 동일시하지 않고 도시 범위 판정을 보류
